金华绿色之友,@余姚市环保局12369 @宁波市环境保护局 @浙江环保 宁波众茂姚北热电有限公司1月13号开始氮氧化物连续三天超标，在企业自行检测平台中监测方案下载却为永嘉绿色动力再生能源有限公司，与热电公司不符，请关注查询。 ​,0,0,0,2017-01-16 09:09:40,https://weibo.cn/comment/Er3ch08ei?uid=2768331107&rl=1#cmtfrm,宁波众茂姚北热电,,,,@余姚市环保局12369,@宁波市环境保护局,@浙江环保
金华绿色之友,@永康环保官微 @金华市环保局 @浙江环保 永康市伟明能源环保有限公司在1月12号烟尘超标排放0.32倍，请关注。 ​,0,2,0,2017-01-13 10:49:04,https://weibo.cn/comment/EqBz85vBY?uid=2768331107&rl=1#cmtfrm,永康市伟明环保能源,,,,@永康环保官微,@金华市环保局,@浙江环保
怎不思量w,#卫蓝绿水# 根据四川省重点监控企业污染源监测信息公开平台1月15日发布的数据显示：位于宜宾市污染源——宜宾蓝天纸业股份有限公司、宜宾红星电子有限公司、宜宾海丰和锐有限公司、宜宾丰源盐化有限公司、宜宾北控水务有限公司、兴文县石海环保科技有限公司、四川芙蓉集团实业有限责任公司珙泉煤矿、四川芙蓉集团实业有限责任公司杉木树煤矿、四川芙蓉集团实业有限责任公司白皎煤矿（白皎井）在线检测数据更新延迟，请宜宾市环保局开通新浪微博，便于公众及时反映环境问题@绿氧生态环保中心,0,0,1,2017-01-15 22:07:36,https://weibo.cn/comment/EqYRxmeLJ?uid=5242670502&rl=1#cmtfrm,宜宾蓝天纸业股份,,,,@绿氧生态环保中心
怎不思量w,#卫蓝绿水# 根据四川省重点监控企业污染源监测信息公开平台1月10日发布的数据显示：位于宜宾市污染源——四川中电福溪电力开发有限公司、四川芙蓉集团实业有限责任公司白皎煤矿（白皎井）、宜宾北控水务有限公司 自行监测数据、宜宾丰源盐化有限公司、宜宾红星电子有限公司、宜宾蓝天纸业股份有限公司、宜宾市四方射钉制造有限公司、宜宾县中融水质净化有限公司、筠连县城市投资有限公司、的在线检测数据更新延迟，请宜宾市环保局开通新浪微博，便于公众及时反映环境问题@绿氧生态环保中心,0,0,1,2017-01-10 21:21:48,https://weibo.cn/comment/EqdqsFQKt?uid=5242670502&rl=1#cmtfrm,宜宾蓝天纸业股份,,,,@绿氧生态环保中心
怎不思量w,#卫蓝绿水# 根据四川省重点监控企业污染源监测信息公开平台1月6日发布的数据显示：位于宜宾市污染源——筠连县汪家沟煤业有限责任公司、宜宾市四方射钉制造有限公司、宜宾蓝天纸业股份有限公司、宜宾海丰和锐有限公司、宜宾丰源盐化有限公司 、宜宾北控水务有限公司、四川芙蓉集团实业有限责任公司杉木树煤矿、四川中电福溪电力开发有限公司、四川芙蓉集团实业有限责任公司白皎煤矿的在线检测数据更新延迟，请宜宾市环保局开通新浪微博，便于公众及时反映环境问题@绿氧生态环保中心,0,0,1,2017-01-06 21:28:17,https://weibo.cn/comment/EpBL7kswT?uid=5242670502&rl=1#cmtfrm,宜宾蓝天纸业股份,,,,@绿氧生态环保中心
Ksana海宁,Ksana海宁  关于反映市区烟囱未达标排放一事，经我部门调查已形成正式结果，请阅。@问政银川 @银川环保 ​,1,1,0,2017-01-13 18:57:15,https://weibo.cn/comment/EqE48Elu4?rl=1#cmtfrm,宁夏电投银川热电,1,银川环境监察,转发理由:非常感谢@银川环境监察 ，期待宁夏电投热电为了银川蓝天而做出的改进。[赞]      ,@问政银川,@银川环保,@银川环境监察
中国质量新闻网,工信部发布《新能源汽车推广应用推荐车型目录》相关车型及主要参数，185款入围。其中，物流车36款、乘用车73款、客车76款。宇通客车、上汽集团、江淮汽车、北汽福田、宇通客车、中通客车、东风汽车公司、北京汽车股份有限公司等38家车企榜上有名。@工信微报 新能源车今年首批推广目录出炉 38家企业185款车型上榜 ​,0,0,0,2017-01-26 09:21:07,https://weibo.cn/comment/EszxTlbeV?uid=1731943311&rl=1#cmtfrm,北京汽车股份,,,,@工信微报
易行网官方微博,#易行资讯# 2017 CES：北汽发布智能汽车战略规划 @北汽集团 #CES新视界# #CES2017# #2017CES# 在本届CES消费者展上，北京汽车股份有限公司发布了未来智能汽车规划方案。北汽将与百度在智能汽车领域展开全面战略合作，计划在2020年-2025年之间实现第3阶段与第4阶段自动驾驶汽车的量产。http://t.cn/RMJPPd1,0,0,0,2017-01-10 11:00:02,https://weibo.cn/comment/Eq9m6nu5v?uid=5976041946&rl=1#cmtfrm,北京汽车股份,,,,@北汽集团
IPE_绿色金融,山东省环保厅于2017年1月12日公布山东省国控重点污染源2016年9—11月监督性监测结果通告，其中包括微山首创水务有限责任公司的废水排放不达标问题。该公司系北京首创股份有限公司（600008.SH）子公司，@蔚蓝地图 共收录了该企业自2015年以来的8条环境监管记录，详情请见http://t.cn/RMTMddk ​,1,0,4,2017-01-16 15:43:22,https://weibo.cn/comment/Er5M4v9fv?uid=1771847715&rl=1#cmtfrm,微山首创水务,,,,@蔚蓝地图
中国法治_人民法院报APP,"【中石化原总经理王天普一审被判15年六个月】,,经审理查明：2003年至2014年，被告人王天普利用担任中国石油化工集团公司董事、总经理、党组成员，中石化股份有限公司副董事长、总裁职务上的便利以及职权和地位形成的便利条件，为相关 （分享自 @凤凰财经） 中石化原总经理王天普一审被判15年六个月 ​",1,0,4,2017-01-24 12:20:17,https://weibo.cn/comment/EshRCcXzl?uid=2292299274&rl=1#cmtfrm,中石化股份,,,,@凤凰财经
华东石油交易中心,【中石化燃料油销售公司拟登陆港股 或募资约120亿美元】若中石化油品销售公司若上市成功，有望成为中石化系统仅次于中石化股份、炼油工程和石化油服的第四大上市公司。...@界面 中石化燃料油销售公司拟登陆港股 或募资约120亿美元 ​,0,0,0,2017-01-09 08:21:57,https://weibo.cn/comment/EpYTrnOMJ?uid=5057964440&rl=1#cmtfrm,中石化股份,,,,@界面
股神出山秦算,秦算工作室：原始资本十万元，目前账户资本二十六万余元秦算关注的是长期相对稳定的收益！持股：华菱钢铁；中石化；梅花生物；锐奇股份，其中除锐奇股份风险不确定外，其余股票相对安全度较高！@微博小秘书 @微博股票长文 @微博运动 @开拓牛市 @微博股票组合 @投资相对论 @微博会员 @新浪财经 @微博股票 @lituo919 #今日看盘# #盘前必读# #聚焦险资举牌# #新浪财经# #微博首届炒股大赛# #解读微博财报# #微博时评团# #微博股票长文# #财经头条文章# #原创首发#,2,1,0,2017-01-07 11:11:13,https://weibo.cn/comment/EpH98xtyQ?uid=1435079564&rl=1#cmtfrm,中石化股份,,,,@微博小秘书,@微博股票长文,@微博运动,@开拓牛市,@微博股票组合,@投资相对论,@微博会员,@新浪财经,@微博股票
尚清219619919,找人脉，寻商机，人脉通企业营销利器！分享潘百收的买卖信息【卖：魏桥纺织股份有限公司   主要从事棉纱、坯布及牛仔布的生产、销售及分销，是中国最大的棉纺织生产商。魏桥纺织是目前世界上纺织能力最大的棉纺织企业】---来自>>http://t.cn/RMqseDY 分享自@脉否-人脉通 ​,0,0,0,2017-01-07 12:23:06,https://weibo.cn/comment/EpHCkcx28?uid=1015586122&rl=1#cmtfrm,魏桥纺织股份,,,,@脉否-人脉通
PECC-LN,绍兴志仁印染有限公司，在浙江省企业自行监测平台上数据显示，其氨氮数据显示间断性超标排放，请 @环保部发布 关注，请  @浙江环保 @绍兴-环保 给予说明。 @绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC-LiJ @PECC-米菲 ​,0,1,2,2017-01-05 10:53:59,https://weibo.cn/comment/Epoba0QNN?uid=5907562386&rl=1#cmtfrm,绍兴志仁印染,,,,@环保部发布,@浙江环保,@绍兴-环保,@绿色江南公众环境关注中心,@蔚蓝地图
滴溜旭,@滴溜旭: 为了河北环境改善请大家转发！河北银发华鼎环保科技有限公司办理危废处理许科证过程中。拒内部消息有以下问题，标准要求:一、有至少三名环保相关专业高级职称人员，目前一名专业人员也没有。二、标准要求项目通过工程验收和消防验收，华鼎工程验收和消防验收至今未完成，监督部门何在？良心何在？,1,0,11,2017-01-27 09:20:54,https://weibo.cn/comment/EsIYhBoXM?uid=2589431602&rl=1#cmtfrm,河北银发华鼎环保科技,,,,@滴溜旭
秦皇岛同城会,#秦皇岛身边事# 【秦皇岛多个光伏发电项目建成 部分项目在建中】日前，河北省发改委公布2016年第三批普通光伏发电项目并网计划名单，秦皇岛市中硅抚宁傍水涯、青龙隔河头南新庄、青龙陈杖子光伏发电项目各获得20兆瓦发电计划指标。据了解，秦皇岛市共有8个光伏项目获得150兆瓦发电计划指标，其中四个项目的80兆瓦已经建成投产，其余也已开工建设，有望在2017年建成达产。@秦皇岛发布,6,8,9,2017-01-03 22:33:54,https://weibo.cn/comment/Ep9Ug1JSP?uid=1787436885&rl=1#cmtfrm,秦皇岛发电,,,,@秦皇岛发布
秦皇岛同城会,#秦皇岛身边事# 【秦皇岛多个光伏发电项目建成 部分项目在建中】日前，河北省发改委公布2016年第三批普通光伏发电项目并网计划名单，秦皇岛市中硅抚宁傍水涯、青龙隔河头南新庄、青龙陈杖子光伏发电项目各获得20兆瓦发电计划指标。据了解，秦皇岛市共有8个光伏项目获得150兆瓦发电计划指标，其中四个项目的80兆瓦已经建成投产，其余也已开工建设，有望在2017年建成达产。@秦皇岛发布,6,8,9,2017-01-03 22:33:54,https://weibo.cn/comment/Ep9Ug1JSP?uid=1787436885&rl=1#cmtfrm,秦皇岛发电,,,,@秦皇岛发布
小橡皮每天都要微笑,2017年01月12日09点，山西光大焦化气源有限公司在线监测数据，希望排放浓度高的企业作出公开说明。#蔚蓝地图#http://t.cn/RMSt8CV临汾号外 @公众环境马军 ​,0,0,0,2017-01-12 09:40:11,https://weibo.cn/comment/EqrGFAnCc?uid=1951121635&rl=1#cmtfrm,光大焦化气源,,,,@公众环境马军
foolyangyang,汾对中国来说是个“小地方”，SO2浓度都爆到1303μg/m3了，它还悄无声息。这如果发生在北京上海，微博和朋友圈早炸锅了！你以为SO2没有PM2.5可怕？不是的。伦敦杀人雾就因为含有高浓度的SO2才能短时夺命。发布头条文章：《昨天，临汾的空气怎么了？》 昨天，临汾的空气怎么了？ ​,0,11342,0,2017-01-05 11:34:40,https://weibo.cn/comment/EpnyXyIal?rl=1#cmtfrm,光大焦化气源,1,大脸撑在小胸,,@詹涓june
金华绿色之友,@永康环保官微 @金华市环保局 @浙江环保 永康市伟明能源环保有限公司在1月12号烟尘超标排放0.32倍，请关注。 ​,0,2,0,2017-01-13 10:49:04,https://weibo.cn/comment/EqBz85vBY?uid=2768331107&rl=1#cmtfrm,永康市伟明能源环保,,,,@永康环保官微,@金华市环保局,@浙江环保
北仑发布,#宁波，常有新变化# 【4个重大项目昨日集中开工总投资19.2亿元】昨日，宁波市88个项目参加全省扩大有效投资重大项目集中开工仪式，其中北仑区涉及4个项目，总投资19.2亿元。这四个项目为：1、宁波市北仑环保固废处置有限公司焚烧处置三期工程2、宁波旭升轻量化及环保型铝镁合金汽车零部件制造项目3、宁波公共实训中心项目4、海尔施生物医药生产项目via@北仑新闻网,0,0,1,2017-01-04 10:41:40,https://weibo.cn/comment/EpeFEB68y?uid=2588129952&rl=1#cmtfrm,宁波市北仑环保固废处置,,,,@北仑新闻网
Douyu鸭子哥哥棒棒哒,河北省唐山市榛子镇新兴隆钢铁每日每夜的生产、排放污染，整条道路上都是黑色的尘土；刚刚央视曝光完，又开始生产了，是力度不够、视而不见，还是山高皇帝远？@中国环境新闻 @中国环境报 @中国环境健康安全网 @北京环境监测 唐山·榛子镇收费站 http://t.cn/RxUde80 . ​,4,5,2,2017-01-24 17:50:38,https://weibo.cn/comment/Esk1HxYXl?uid=5953649655&rl=1#cmtfrm,唐山兴隆钢铁,,,,@中国环境新闻,@中国环境报,@中国环境健康安全网,@北京环境监测
怎不思量w,#卫蓝绿水# 根据四川省重点监控企业污染源监测信息公开平台1月15日发布的数据显示：位于宜宾市污染源——四川中电福溪电力开发有限公司、四川腾龙酒业酿造有限公司（含高洲酒业有限责任公司）、四川双马宜宾水泥制造有限公司、四川省宜宾五粮液集团有限公司、四川省宜宾君子酒业有限公司、四川省宜宾惠美线业有限责任公司、四川省高县华盛纸业有限公司、四川省川南煤业有限责任公司鲁班山南矿、四川省川南煤业有限责任公司鲁班山北矿 自行监测数据在线检测数据更新延迟，请宜宾市环保局开通新浪微博，便于公众及时反映环境问题@绿氧生态环保中心,0,0,1,2017-01-15 22:09:03,https://weibo.cn/comment/EqYS82LwV?uid=5242670502&rl=1#cmtfrm,四川中电福溪电力开发,,,,@绿氧生态环保中心
怎不思量w,#卫蓝绿水# 根据四川省重点监控企业污染源监测信息公开平台1月10日发布的数据显示：位于宜宾市污染源——四川中电福溪电力开发有限公司、四川芙蓉集团实业有限责任公司白皎煤矿（白皎井）、宜宾北控水务有限公司 自行监测数据、宜宾丰源盐化有限公司、宜宾红星电子有限公司、宜宾蓝天纸业股份有限公司、宜宾市四方射钉制造有限公司、宜宾县中融水质净化有限公司、筠连县城市投资有限公司、的在线检测数据更新延迟，请宜宾市环保局开通新浪微博，便于公众及时反映环境问题@绿氧生态环保中心,0,0,1,2017-01-10 21:21:48,https://weibo.cn/comment/EqdqsFQKt?uid=5242670502&rl=1#cmtfrm,四川中电福溪电力开发,,,,@绿氧生态环保中心
米琳达tulip,@公众环境马军 @陕西环保 2017年01月04日16点，冀东海德堡（泾阳）水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明。#蔚蓝地图#http://t.cn/RI32lCR ​,2,5,18,2017-01-04 16:31:33,https://weibo.cn/comment/EpgXGeyoJ?uid=2267361792&rl=1#cmtfrm,冀东海德堡（泾阳）水泥,,,,@公众环境马军,@陕西环保
克里桑斯美美樱花,2017年01月04日16点，冀东海德堡（泾阳）水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# http://t.cn/RI32lCR @陕西环保 ​,0,0,0,2017-01-04 16:57:50,https://weibo.cn/comment/Eph8lgYgj?uid=2805183624&rl=1#cmtfrm,冀东海德堡（泾阳）水泥,,,,@陕西环保
米琳达tulip,@公众环境马军 @陕西环保 2017年01月04日16点，冀东海德堡（泾阳）水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明。#蔚蓝地图#http://t.cn/RI32lCR ​,2,5,18,2017-01-04 16:31:33,https://weibo.cn/comment/EpgXGeyoJ?uid=2267361792&rl=1#cmtfrm,冀东海德堡（泾阳）水泥,,,,@公众环境马军,@陕西环保
绿色秦巴,2017年01月03日11点，冀东海德堡（泾阳）水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明！#蔚蓝地图# 请@陕西环保 关注，请企业给出说明。@环保部发布 @公众环境马军 http://t.cn/RI32lCR ​,0,0,0,2017-01-03 11:04:46,https://weibo.cn/comment/Ep5oxxOpc?uid=5462407856&rl=1#cmtfrm,冀东海德堡（泾阳）水泥,,,,@陕西环保,@环保部发布,@公众环境马军
贵阳市公安局塔山分局,分局林歹派出所开展中国铝业贵州分公司矿业公司一届一次职工代表大会安保工作@贵阳公安 ​,0,0,0,2017-01-22 14:33:49,https://weibo.cn/comment/ErZSP9AdO?uid=2146937524&rl=1#cmtfrm,中国铝业贵州分公司,,,,@贵阳公安
贵阳市公安局塔山分局,贵州铝厂第十一届一次、中国铝业贵州分公司四届一次职代会今日在贵铝剧院召开，由分局治安大队、交警大队以及派出所组成的安保小组前往开展安全保卫工作@贵阳公安 ​,0,0,0,2017-01-18 13:49:22,https://weibo.cn/comment/ErnSNlvF6?uid=2146937524&rl=1#cmtfrm,中国铝业贵州分公司,,,,@贵阳公安
PECC-LiJ,江西洪城水业环保有限公司南康分公司，在江西省环境质量信息发布平台上数据显示，其氨氮数据显示连读多日超标排放，请 @江西环保 @赣州市环境保护局  给予说明。 @绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC_LN @PECC-CB ​,0,1,2,2017-01-20 14:09:01,https://weibo.cn/comment/ErGRLnFWY?uid=6064184520&rl=1#cmtfrm,江西省洪城水业环保,,,,@江西环保,@赣州市环境保护局,@绿色江南公众环境关注中心,@蔚蓝地图
PECC-LN,江西洪城水业环保有限公司吉水分公司，在江西省环境质量信息发布平台上数据显示，其PH数据显示连读多日超标排放，请 @江西环保 @吉安市环境保护局 给予说明。 @绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC-LiJ ​,0,1,2,2017-01-03 16:28:38,https://weibo.cn/comment/Ep7w0qWIB?uid=5907562386&rl=1#cmtfrm,江西省洪城水业环保,,,,@江西环保,@吉安市环境保护局,@绿色江南公众环境关注中心,@蔚蓝地图
共青团毕节市委,#青年之声·毕节#  1月22日，为营造欢乐祥和的过节气氛，在新春来临之际，贵州华电毕节热电有限公司团委用别开生面的趣味活动让青年职工在欢声笑语中迎接新一年的到来。@共青团中央 @共青团贵州省委 ​,1,0,0,2017-01-23 15:45:51,https://weibo.cn/comment/Es9MyzIKW?uid=2707302005&rl=1#cmtfrm,贵州华电毕节热电,,,,@共青团中央,@共青团贵州省委
淄博环保,#回音# 【淄博市环境保护局淄川分局关于山东鲁维制药有限公司有关情况的说明】        网友@有冇青菜 反映鲁维制药有关问题，淄川分局安排专人对该企业进行调查，现就网友提出的几点问题说明如下：        1、 全省环保专项行动检查通报问题。微博网友截图内容包含2016年全省环保专项行动检查通报，通报山东鲁维制药集团热电厂3号、5号锅炉设有旁路烟道。该企业自备电厂原有5台循环流化床锅炉，2013年5月9日将5#锅炉旁路挡板门后烟道断开1米并封堵，随后2014年7月13日又将5#炉旁路烟道与水平烟道接口处断开封堵，旁路烟道完全断开，不存在烟气经过旁路的情况。2014年1月拆除3#锅炉旁路烟道，2014年3月拆除1#、2#、4#锅炉旁路烟道。现2台35t/h锅炉已拆除。         二、秒拍视频情况。经辨认，微博网友所拍视频，网友所在位置为鲁维制药自备电厂西北方向，拍摄时间为2017年1月6日上午10时左右，画面为自备电厂排气筒和凉水塔，凉水塔和烟囱排放口有白色水汽。该自备电厂按环保要求进行了超低排放改造，1月6日我市启动重污染天气应急响应，该企业自备电厂在供暖基础上严格按要求落实重污染天气应急措施。废气排放口安装有污染源在线监测设施并由第三方运营公司负责运营，监测数据与在线监测平台联网。经查阅在线监测数据，该企业各项污染物均达标排放。        三、噪声问题。因微博网友未标明具体位置，无法确定噪声来源，我局监察人员已要求该企业委托有资质的监测机构对厂界噪音进行监测，同时要求其加强对设备和防护设施的管理，完善设备隔声降噪处理，减小噪音对周边环境的影响。        四、现场检查情况。淄川区环保局监察人员立即到鲁维制药现场进行检查，现场检查时，该企业自备电厂附近未发现明显异味，自备电厂东侧约350米有轻微发酵异味，监察人员已责令鲁维制药对发酵车间异味产生点源进行密闭处理。        下一步，我局将进一步加大对该企业的监督监察力度，确保该企业各项环保设施正常运转，污染物稳定达标排放，如有发现环境违法行为必将依法予以严肃查处。@山东环境 @淄川环保官博 @有冇青菜,0,3,12,2017-01-13 11:20:50,https://weibo.cn/comment/EqBM1EmKu?uid=3114085181&rl=1#cmtfrm,山东鲁维制药,,,,@有冇青菜,@山东环境,@淄川环保官博,@有冇青菜
QBZ95B,看地铁就我一个人[嘻嘻]@Jane_Line1DongShanKou @GTR_ChiYinT @Jenny小乐乐 @深圳地铁集团 @中国中车 @长春轨道客车股份有限公司 深圳·西乡地铁站 ​,1,0,1,2017-01-26 17:45:25,https://weibo.cn/comment/EsCQA5CDZ?uid=3299191575&rl=1#cmtfrm,长春轨道客车股份,,,,@深圳地铁集团,@中国中车,@长春轨道客车股份有限公司
CRHEMU,时速250公里级别动车组招标出炉，一大波儿子(CRH3A)正如潮水般汹涌而来，一眨眼变成大家长，有点小兴奋哟！@长春轨道客车股份有限公司 ​,13,0,0,2017-01-14 10:53:55,https://weibo.cn/comment/EqL1AFpDV?uid=5705314440&rl=1#cmtfrm,长春轨道客车股份,,,,@长春轨道客车股份有限公司
CRHEMU,CJ5-0505驾驶室里的萌铁CJ5，当萌宝坐在自己的驾驶室里，是何感想內？敬请关注，@长春轨道客车股份有限公司 造混合动力动车组CJ5的萌铁（首款）动图表情！可收藏为QQ和微信表情。 ​,6,0,0,2017-01-07 09:40:23,https://weibo.cn/comment/EpGyhx3jU?uid=5705314440&rl=1#cmtfrm,长春轨道客车股份,,,,@长春轨道客车股份有限公司
龙羽女孩,分享自rmrbwb123456《重磅 -  据报道，1月3日，国家铁路局向中车长春轨道客车股份有限公司、中车青岛四方机车车辆股份有限公司颁发了...  (来自 @头条博客)   重磅 ！中国高铁家族最新图谱，推荐收藏！ ​,0,0,1,2017-01-05 20:41:52,https://weibo.cn/comment/Eps1M3TBo?uid=2617858303&rl=1#cmtfrm,长春轨道客车股份,,,,@头条博客
鄂尔多斯发布,【重磅 ！中国高铁家族最新图谱，推荐收藏！】#微分享# 1月3日，国家铁路局向中车长春轨道客车股份有限公司、中车青岛四方机车车辆股份有限公司颁发了中国标准动车组（简称中国标动）型号合格证和制造许可证，这标志着中国标准动车组具备了大规模生产许可条件和上线商业运营资格。详细链接：http://t.cn/RMyKpjx via@人民日报,0,1,2,2017-01-05 16:03:17,https://weibo.cn/comment/EpqcHxB3w?uid=2052350073&rl=1#cmtfrm,长春轨道客车股份,,,,@人民日报
中国吉林网,#中国标准动车组#  【中国动车组有了新命名 长客造“金凤凰”被命名为CR400BF】1月3日，国家铁路局向中车长春轨道客车股份有限公司、中车青岛四方机车车辆股份有限公司颁发了中国标准动车组(中国标动)型号合格证和制造许可证。其中，四方生产的“蓝海豚”动车组命名为CR400AF，长客生产的“金凤凰”动车组被命名为CR400BF，而我们熟悉的CRH命名序列由此正式成为历史。@长春广播电视台 http://t.cn/RMyZ2Td,0,0,0,2017-01-05 15:27:30,https://weibo.cn/comment/EppYb9ok7?uid=3275115274&rl=1#cmtfrm,长春轨道客车股份,,,,@长春广播电视台
CRHEMU,热烈庆祝中国标准动车组获颁许可证！萌铁动图表情震撼来袭！@长春轨道客车股份有限公司 ​,7,0,4,2017-01-05 08:56:32,https://weibo.cn/comment/Epnpu9wuh?uid=5705314440&rl=1#cmtfrm,长春轨道客车股份,,,,@长春轨道客车股份有限公司
