表格 1,,,,,,,,,,,,,,,,,,,,,,
虹芑北京律师,以前看中央13台，说东明某化工厂在美国某州投资，帮助美国创造就业机会。想了解一下，假如一个毒工厂在某个地方欠下血债。并继续作恶，美国接纳吗？@美国驻华大使馆@美國駐港總領事館 @美国使馆签证处 @美国驻广州总领事馆 @美国驻成都总领事馆 @美国驻上海总领事馆签证处 @美国驻华使领馆商务处@,2017-01-19 12:13:32,,,,,,,,,,,,,,,,,,,,
风清雨菲,能多收钱还能减寿，何乐不为,2017-01-19 12:13:16,,,,,,,,,,,,,,,,,,,,
炮灰团龙文章,为什么不关闭烟厂减少种植面积？以控烟为名，敛财是实！[话筒][话筒][话筒],2017-01-19 12:08:09,,,,,,,,,,,,,,,,,,,,
刘备三顾茅庐操曹操,回复@李亚男123456:你先,2017-01-19 12:07:11,,,,,,,,,,,,,,,,,,,,
北京东城东棉花胡同,多死点人吧！人太多了，地球都承受不了了！,2017-01-19 12:06:35,,,,,,,,,,,,,,,,,,,,
刘备三顾茅庐操曹操,回复@阿江-2011:烟草是匪国主要财政收入，以控烟为名行垄断之实,2017-01-19 12:05:31,,,,,,,,,,,,,,,,,,,,
念泪随雨分飞,[馋嘴],2017-01-19 12:05:04,,,,,,,,,,,,,,,,,,,,
有点咸的调味料,支持提高烟草税,2017-01-19 12:04:09,,,,,,,,,,,,,,,,,,,,
刘备三顾茅庐操曹操,回复@阿江-2011:烟草是匪国主要财政收入，以控烟为名行垄断之实,2017-01-19 12:05:31,,,,,,,,,,,,,,,,,,,,
念泪随雨分飞,[馋嘴],2017-01-19 12:05:04,,,,,,,,,,,,,,,,,,,,
有点咸的调味料,支持提高烟草税,2017-01-19 12:04:09,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
SDARIMARKETING,上海船厂岁末年初造船生产高潮迭起捷报连连】1月6日下午，上海船厂船舶有限公司为意大利SCORPIO公司建造的第五艘82000吨散货船签字交付，为公司造船生产打响了新年第一枪。从2016年12月至今，在岁末年初的这段时间里，上海船厂造船生产可谓是高潮迭起捷报连连...... http://t.cn/RMIBw6M,0,1,0,2017-01-09 16:41:26,https://weibo.cn/comment/Eq1DtAHwr?rl=1#cmtfrm,上海船厂船舶,1,中国船舶与海洋工程网,,@上海船厂船舶有限公司,,,,,,,,,,,
SDARIMARKETING,#SDARI设计# 82000吨散货船、28000吨重吊船@上海船厂船舶有限公司,2017-01-09 16:41:26,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
心无所依0021,分享自用户3659363092《铁法煤业集团董事长、总经理边路明贪污腐败》 - 铁法煤业集团建设工程有限责任公司  董事长、总经理边路明贪污腐败触目惊心  2015年1月25日(腊月初六)晚10时40...  (来自 @头条博客)   铁法煤业集团董事长、总经理边路明贪污腐败,1,1,0,2017-01-13 08:40:58,https://weibo.cn/comment/EqAJ8wqMu?uid=5737551267&rl=1#cmtfrm,铁法煤业（集团）,,,,@头条博客,,,,,,,,,,,
心无所依0021,死者徐占海欠我们的工资还没给呢，他的妻子手里有钱却占着钱不给,2017-08-11 16:27:43,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
金华绿色之友,@永康环保官微 @金华市环保局 @浙江环保 永康市伟明能源环保有限公司在1月12号烟尘超标排放0.32倍，请关注。,0,2,0,2017-01-13 10:49:04,https://weibo.cn/comment/EqBz85vBY?uid=2768331107&rl=1#cmtfrm,永康市伟明环保能源,,,,@永康环保官微,@金华市环保局,@浙江环保,,,,,,,,,
永康环保官微,回复@金华市环保局:已关注到此事，正在进行调查,2017-01-13 11:25:32,,,,,,,,,,,,,,,,,,,,
金华市环保局,@永康环保官微 请调处,2017-01-13 11:15:24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Ksana海宁,Ksana海宁  关于反映市区烟囱未达标排放一事，经我部门调查已形成正式结果，请阅。@问政银川 @银川环保 ,1,1,0,2017-01-13 18:57:15,https://weibo.cn/comment/EqE48Elu4?rl=1#cmtfrm,宁夏电投银川热电,1,银川环境监察,转发理由:非常感谢@银川环境监察 ，期待宁夏电投热电为了银川蓝天而做出的改进。[赞]      ,@问政银川,@银川环保,@银川环境监察,,,,,,,,,
Ksana海宁,非常感谢@银川环境监察 ，期待宁夏电投热电为了银川蓝天而做出的改进。[赞],2017-01-13 18:57:15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
股神出山秦算,秦算工作室：原始资本十万元，目前账户资本二十六万余元秦算关注的是长期相对稳定的收益！持股：华菱钢铁；中石化；梅花生物；锐奇股份，其中除锐奇股份风险不确定外，其余股票相对安全度较高！@微博小秘书 @微博股票长文 @微博运动 @开拓牛市 @微博股票组合 @投资相对论 @微博会员 @新浪财经 @微博股票 @lituo919 #今日看盘# #盘前必读# #聚焦险资举牌# #新浪财经# #微博首届炒股大赛# #解读微博财报# #微博时评团# #微博股票长文# #财经头条文章# #原创首发#,2,1,0,2017-01-07 11:11:13,https://weibo.cn/comment/EpH98xtyQ?uid=1435079564&rl=1#cmtfrm,中石化股份,,,,@微博小秘书,@微博股票长文,@微博运动,@开拓牛市,@微博股票组合,@投资相对论,@微博会员,@新浪财经,@微博股票,,,
蔚蓝的蔚V,你的股什么时间买卖的？稍不注意就换股了。你对得起持续关注你的观众？,2017-01-07 17:07:40,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
PECC-LN,绍兴志仁印染有限公司，在浙江省企业自行监测平台上数据显示，其氨氮数据显示间断性超标排放，请 @环保部发布 关注，请  @浙江环保 @绍兴-环保 给予说明。 @绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC-LiJ @PECC-米菲 ,0,1,2,2017-01-05 10:53:59,https://weibo.cn/comment/Epoba0QNN?uid=5907562386&rl=1#cmtfrm,绍兴志仁印染,,,,@环保部发布,@浙江环保,@绍兴-环保,@绿色江南公众环境关注中心,@蔚蓝地图,,,,,,,
PECC-LiJ,转发微博,2017-01-05 16:47:46,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
秦皇岛同城会,#秦皇岛身边事# 【秦皇岛多个光伏发电项目建成 部分项目在建中】日前，河北省发改委公布2016年第三批普通光伏发电项目并网计划名单，秦皇岛市中硅抚宁傍水涯、青龙隔河头南新庄、青龙陈杖子光伏发电项目各获得20兆瓦发电计划指标。据了解，秦皇岛市共有8个光伏项目获得150兆瓦发电计划指标，其中四个项目的80兆瓦已经建成投产，其余也已开工建设，有望在2017年建成达产。@秦皇岛发布,6,8,9,2017-01-03 22:33:54,https://weibo.cn/comment/Ep9Ug1JSP?uid=1787436885&rl=1#cmtfrm,秦皇岛发电,,,,@秦皇岛发布,,,,,,,,,,,
赵小磊h,回复@低调农民工极品小屌丝:我也觉得←_←,2017-01-05 07:50:57,,,,,,,,,,,,,,,,,,,,
我是大朋,回复@好名字都让猪给起了a:[笑cry]那不得了，我估计人家都有人,2017-01-04 22:02:08,,,,,,,,,,,,,,,,,,,,
赵小磊h,回复@低调农民工极品小屌丝:这个还真不清楚，[摊手][摊手],2017-01-04 21:59:20,,,,,,,,,,,,,,,,,,,,
我是大朋,回复@好名字都让猪给起了a:补贴多少啊？是不是谁都可以拿到补贴卖电给国家啊？,2017-01-04 21:45:34,,,,,,,,,,,,,,,,,,,,
赵小磊h,回复@低调农民工极品小屌丝:能的，我这附近有安的，房顶太阳能发电，国家补贴，多余电量还可以卖给国家,2017-01-04 20:33:16,,,,,,,,,,,,,,,,,,,,
turboguom,光伏发电,2017-01-04 17:18:11,,,,,,,,,,,,,,,,,,,,
我是大朋,农村我看有弄太阳能发电的？有补贴吗？能被收购吗？,2017-01-04 16:57:57,,,,,,,,,,,,,,,,,,,,
张gg鹏,@张司岩,2017-01-04 16:20:54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
秦皇岛同城会,#秦皇岛身边事# 【秦皇岛多个光伏发电项目建成 部分项目在建中】日前，河北省发改委公布2016年第三批普通光伏发电项目并网计划名单，秦皇岛市中硅抚宁傍水涯、青龙隔河头南新庄、青龙陈杖子光伏发电项目各获得20兆瓦发电计划指标。据了解，秦皇岛市共有8个光伏项目获得150兆瓦发电计划指标，其中四个项目的80兆瓦已经建成投产，其余也已开工建设，有望在2017年建成达产。@秦皇岛发布,6,8,9,2017-01-03 22:33:54,https://weibo.cn/comment/Ep9Ug1JSP?uid=1787436885&rl=1#cmtfrm,秦皇岛发电,,,,@秦皇岛发布,,,,,,,,,,,
赵小磊h,回复@低调农民工极品小屌丝:我也觉得←_←,2017-01-05 07:50:57,,,,,,,,,,,,,,,,,,,,
我是大朋,回复@好名字都让猪给起了a:[笑cry]那不得了，我估计人家都有人,2017-01-04 22:02:08,,,,,,,,,,,,,,,,,,,,
赵小磊h,回复@低调农民工极品小屌丝:这个还真不清楚，[摊手][摊手],2017-01-04 21:59:20,,,,,,,,,,,,,,,,,,,,
我是大朋,回复@好名字都让猪给起了a:补贴多少啊？是不是谁都可以拿到补贴卖电给国家啊？,2017-01-04 21:45:34,,,,,,,,,,,,,,,,,,,,
赵小磊h,回复@低调农民工极品小屌丝:能的，我这附近有安的，房顶太阳能发电，国家补贴，多余电量还可以卖给国家,2017-01-04 20:33:16,,,,,,,,,,,,,,,,,,,,
turboguom,光伏发电,2017-01-04 17:18:11,,,,,,,,,,,,,,,,,,,,
我是大朋,农村我看有弄太阳能发电的？有补贴吗？能被收购吗？,2017-01-04 16:57:57,,,,,,,,,,,,,,,,,,,,
张gg鹏,@张司岩,2017-01-04 16:20:54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
foolyangyang,汾对中国来说是个“小地方”，SO2浓度都爆到1303μg/m3了，它还悄无声息。这如果发生在北京上海，微博和朋友圈早炸锅了！你以为SO2没有PM2.5可怕？不是的。伦敦杀人雾就因为含有高浓度的SO2才能短时夺命。发布头条文章：《昨天，临汾的空气怎么了？》 昨天，临汾的空气怎么了？,0,11342,0,2017-01-05 11:34:40,https://weibo.cn/comment/EpnyXyIal?rl=1#cmtfrm,光大焦化气源,1,大脸撑在小胸,,@詹涓june,,,,,,,,,,,
金华绿色之友,@永康环保官微 @金华市环保局 @浙江环保 永康市伟明能源环保有限公司在1月12号烟尘超标排放0.32倍，请关注。,0,2,0,2017-01-13 10:49:04,https://weibo.cn/comment/EqBz85vBY?uid=2768331107&rl=1#cmtfrm,永康市伟明能源环保,,,,@永康环保官微,@金华市环保局,@浙江环保,,,,,,,,,
永康环保官微,回复@金华市环保局:已关注到此事，正在进行调查,2017-01-13 11:25:32,,,,,,,,,,,,,,,,,,,,
金华市环保局,@永康环保官微 请调处,2017-01-13 11:15:24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Douyu鸭子哥哥棒棒哒,河北省唐山市榛子镇新兴隆钢铁每日每夜的生产、排放污染，整条道路上都是黑色的尘土；刚刚央视曝光完，又开始生产了，是力度不够、视而不见，还是山高皇帝远？@中国环境新闻 @中国环境报 @中国环境健康安全网 @北京环境监测 唐山·榛子镇收费站 http://t.cn/RxUde80 .,4,5,2,2017-01-24 17:50:38,https://weibo.cn/comment/Esk1HxYXl?uid=5953649655&rl=1#cmtfrm,唐山兴隆钢铁,,,,@中国环境新闻,@中国环境报,@中国环境健康安全网,@北京环境监测,,,,,,,,
烦躁的gg,说实话，这片钢厂养活了榛子镇多少人。有利有弊,01月08日 14:54 来自OPPO,,,,,,,,,,,,,,,,,,,,
唐山-95后,打环保举报电话,2017-02-07 16:13:58,,,,,,,,,,,,,,,,,,,,
iCHENKE,有关系[doge],2017-01-25 21:43:56,,,,,,,,,,,,,,,,,,,,
TST金卡总代冷月,是因为人家有当官的亲戚,2017-01-25 01:24:34,,,,,,,,,,,,,,,,,,,,
Douyu鸭子哥哥棒棒哒,希望大家都能看看，有关部门能何时有所作为！,2017-01-24 17:54:57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
米琳达tulip,@公众环境马军 @陕西环保 2017年01月04日16点，冀东海德堡（泾阳）水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明。#蔚蓝地图#http://t.cn/RI32lCR,2,5,18,2017-01-04 16:31:33,https://weibo.cn/comment/EpgXGeyoJ?uid=2267361792&rl=1#cmtfrm,冀东海德堡（泾阳）水泥,,,,@公众环境马军,@陕西环保,,,,,,,,,,
mahong46870,都停机了，怎么还有超标？从哪来的数据？,2017-02-09 12:25:23,,,,,,,,,,,,,,,,,,,,
恍惚未开,//@蔚蓝地图: //@公众环境马军:治理雾霾，让每一根烟囱都公开[ok]希望企业做出说明。,2017-01-04 20:49:03,,,,,,,,,,,,,,,,,,,,
公众环境马军,治理雾霾，让每一根烟囱都公开[ok]希望企业做出说明。,2017-01-04 19:53:10,,,,,,,,,,,,,,,,,,,,
公众环境马军,治理雾霾，让每一根烟囱都公开[ok]希望企业做出说明。,2017-01-04 16:40:03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
米琳达tulip,@公众环境马军 @陕西环保 2017年01月04日16点，冀东海德堡（泾阳）水泥有限公司在线监测数据，希望排放浓度高的企业作出公开说明。#蔚蓝地图#http://t.cn/RI32lCR,2,5,18,2017-01-04 16:31:33,https://weibo.cn/comment/EpgXGeyoJ?uid=2267361792&rl=1#cmtfrm,冀东海德堡（泾阳）水泥,,,,@公众环境马军,@陕西环保,,,,,,,,,,
mahong46870,都停机了，怎么还有超标？从哪来的数据？,2017-02-09 12:25:23,,,,,,,,,,,,,,,,,,,,
恍惚未开,//@蔚蓝地图: //@公众环境马军:治理雾霾，让每一根烟囱都公开[ok]希望企业做出说明。,2017-01-04 20:49:03,,,,,,,,,,,,,,,,,,,,
公众环境马军,治理雾霾，让每一根烟囱都公开[ok]希望企业做出说明。,2017-01-04 19:53:10,,,,,,,,,,,,,,,,,,,,
公众环境马军,治理雾霾，让每一根烟囱都公开[ok]希望企业做出说明。,2017-01-04 16:40:03,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
PECC-LiJ,江西洪城水业环保有限公司南康分公司，在江西省环境质量信息发布平台上数据显示，其氨氮数据显示连读多日超标排放，请 @江西环保 @赣州市环境保护局  给予说明。 @绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC_LN @PECC-CB ,0,1,2,2017-01-20 14:09:01,https://weibo.cn/comment/ErGRLnFWY?uid=6064184520&rl=1#cmtfrm,江西省洪城水业环保,,,,@江西环保,@赣州市环境保护局,@绿色江南公众环境关注中心,@蔚蓝地图,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
PECC-LN,江西洪城水业环保有限公司吉水分公司，在江西省环境质量信息发布平台上数据显示，其PH数据显示连读多日超标排放，请 @江西环保 @吉安市环境保护局 给予说明。 @绿色江南公众环境关注中心 @蔚蓝地图#蔚蓝地图# @PECC-LiJ ,0,1,2,2017-01-03 16:28:38,https://weibo.cn/comment/Ep7w0qWIB?uid=5907562386&rl=1#cmtfrm,江西省洪城水业环保,,,,@江西环保,@吉安市环境保护局,@绿色江南公众环境关注中心,@蔚蓝地图,,,,,,,,
PECC-LiJ,转发微博,2017-01-03 17:02:27,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
淄博环保,#回音# 【淄博市环境保护局淄川分局关于山东鲁维制药有限公司有关情况的说明】        网友@有冇青菜 反映鲁维制药有关问题，淄川分局安排专人对该企业进行调查，现就网友提出的几点问题说明如下：        1、 全省环保专项行动检查通报问题。微博网友截图内容包含2016年全省环保专项行动检查通报，通报山东鲁维制药集团热电厂3号、5号锅炉设有旁路烟道。该企业自备电厂原有5台循环流化床锅炉，2013年5月9日将5#锅炉旁路挡板门后烟道断开1米并封堵，随后2014年7月13日又将5#炉旁路烟道与水平烟道接口处断开封堵，旁路烟道完全断开，不存在烟气经过旁路的情况。2014年1月拆除3#锅炉旁路烟道，2014年3月拆除1#、2#、4#锅炉旁路烟道。现2台35t/h锅炉已拆除。         二、秒拍视频情况。经辨认，微博网友所拍视频，网友所在位置为鲁维制药自备电厂西北方向，拍摄时间为2017年1月6日上午10时左右，画面为自备电厂排气筒和凉水塔，凉水塔和烟囱排放口有白色水汽。该自备电厂按环保要求进行了超低排放改造，1月6日我市启动重污染天气应急响应，该企业自备电厂在供暖基础上严格按要求落实重污染天气应急措施。废气排放口安装有污染源在线监测设施并由第三方运营公司负责运营，监测数据与在线监测平台联网。经查阅在线监测数据，该企业各项污染物均达标排放。        三、噪声问题。因微博网友未标明具体位置，无法确定噪声来源，我局监察人员已要求该企业委托有资质的监测机构对厂界噪音进行监测，同时要求其加强对设备和防护设施的管理，完善设备隔声降噪处理，减小噪音对周边环境的影响。        四、现场检查情况。淄川区环保局监察人员立即到鲁维制药现场进行检查，现场检查时，该企业自备电厂附近未发现明显异味，自备电厂东侧约350米有轻微发酵异味，监察人员已责令鲁维制药对发酵车间异味产生点源进行密闭处理。        下一步，我局将进一步加大对该企业的监督监察力度，确保该企业各项环保设施正常运转，污染物稳定达标排放，如有发现环境违法行为必将依法予以严肃查处。@山东环境 @淄川环保官博 @有冇青菜,0,3,12,2017-01-13 11:20:50,https://weibo.cn/comment/EqBM1EmKu?uid=3114085181&rl=1#cmtfrm,山东鲁维制药,,,,@有冇青菜,@山东环境,@淄川环保官博,@有冇青菜,,,,,,,,
李运秋,话说现在的环保回复还是比较及时了。有些时候，我们不能只凭感官来处理问题，有详实的数据，正常的措施，正面的回应，才是常态。,2017-01-14 15:52:06,,,,,,,,,,,,,,,,,,,,
拨云见晴空,加强监管。#聚焦环保#,2017-01-13 12:56:57,,,,,,,,,,,,,,,,,,,,
山东环境,#互动#关于网友@有冇青菜 反映鲁维制药的问题，已经@淄川环保官博 调查处理，欢迎网友监督评议。[话筒],2017-01-13 11:22:04,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
鄂尔多斯发布,【重磅 ！中国高铁家族最新图谱，推荐收藏！】#微分享# 1月3日，国家铁路局向中车长春轨道客车股份有限公司、中车青岛四方机车车辆股份有限公司颁发了中国标准动车组（简称中国标动）型号合格证和制造许可证，这标志着中国标准动车组具备了大规模生产许可条件和上线商业运营资格。详细链接：http://t.cn/RMyKpjx via@人民日报,0,1,2,2017-01-05 16:03:17,https://weibo.cn/comment/EpqcHxB3w?uid=2052350073&rl=1#cmtfrm,长春轨道客车股份,,,,@人民日报,,,,,,,,,,,
达拉特平原街道办事处,转发微博,2017-01-05 16:54:59,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
青泊瑞,恭喜恭喜@中国中车 @长春轨道客车股份有限公司 @中车四方车辆有限公司 ,1,1,0,2017-01-03 12:08:55,https://weibo.cn/comment/Ep5OA8FTC?uid=1841091613&rl=1#cmtfrm,长春轨道客车股份,,,,@中国中车,@长春轨道客车股份有限公司,@中车四方车辆有限公司,,,,,,,,,
希大大的world_,主持人看到会打你的[坏笑],2017-01-04 09:15:07,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
活力广东,在十字水度寒假##冬天去哪玩#发布了头条文章：《假日游踪 | 爸爸，我不要雾霾，要11万个/cm3负离子的高山温泉！》 #猪唛行摄#@新浪旅游 @活力广东 @广东旅游 @乐游广东 @十字水生态度假区 假日游踪 | 爸爸，我不要雾霾，要11万个/cm3负离子的高山温泉！,1,1,0,2017-01-08 18:11:38,https://weibo.cn/comment/EpSBvFKlW?rl=1#cmtfrm,广东清新水泥,1,猪唛-色影迷途,,@新浪旅游,@活力广东,@广东旅游,@乐游广东,@十字水生态度假区,,,,,,,
